Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00020535;STELLA ARTOIS ONE WAY 600ML CX C/12 NPAL     ;cx  ;      1.092/05 ;          0/00;          0/00;      1.092/05 ;         50/00 ;      1.042/05 ;          0/00 ;      1.042/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000043135,2016624;-;  ;     ;                   ;                   ;                   ; 00000012509;            ;                   ;                   ;                   ;                   ;                   ;                   ;        480/00 ;        612/05 ;        562/05 
01;20;000;00020537;BECKS N ONE WAY 600ML CX C/12 NPAL           ;cx  ;          0/11 ;          0/00;          0/00;          0/11 ;          0/00 ;          0/11 ;          0/00 ;          0/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000038,2708333;-;  ;     ;                   ;                   ;                   ; 00000000011;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/11 ;          0/11 
01;20;000;00020549;BRAHMA DUPLO MALTE GFA VD 300ML CX C/23      ;cx  ;          0/07 ;          0/00;          0/00;          0/07 ;          0/00 ;          0/07 ;          0/00 ;          0/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000006,7047826;-;  ;     ;                   ;                   ;                   ; 00000000007;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/07 ;          0/07 
01;20;000;00020647;BRAHMA DUPLO MALTE LT 269ML SH C15 NPAL      ;cx  ;          1/10 ;          0/00;          0/00;          1/10 ;          0/00 ;          1/10 ;          0/00 ;          1/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000025,2000000;-;  ;     ;                   ;                   ;                   ; 00000000025;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/10 ;          1/10 
01;20;000;00020651;CORONA EXTRA N LT SLEEK 350ML C 8 CX CARTAO  ;cx  ;        694/01 ;          2/00;          0/00;        696/01 ;        341/00 ;        355/01 ;          0/00 ;        355/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005259,4012500;-;  ;     ;                   ;                   ;                   ; 00000002841;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        696/01 ;        355/01 
01;20;000;00020717;GUARANA CHP ANTARCTICA 100% NATURAL LT 260ML ;cx  ;          0/13 ;          0/00;          0/00;          0/13 ;          0/00 ;          0/13 ;          0/00 ;          0/13-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000024,3533333;-;  ;     ;                   ;                   ;                   ; 00000000013;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/13 ;          0/13 
01;20;000;00020853;COLORADO LAGER LT SLEEK 350ML C 8 CX CARTAO  ;cx  ;          0/02 ;          0/00;          0/00;          0/02 ;          0/00 ;          0/02 ;          0/00 ;          0/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000005,1925000;-;  ;     ;                   ;                   ;                   ; 00000000002;            ;                   ;                   ;                   ;                   ;                   ;                   ;          2/00 ;          1/06-;          1/06-
01;20;000;00021020;BUDWEISER LT SLEEK 350ML CX CART C 12        ;cx  ;     30.748/07 ;         13/00;          0/00;     30.761/07 ;        593/00 ;     30.168/07 ;          0/00 ;     30.168/07-;          0/00 ;        270/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000493859,7092873;-;  ;     ;                   ;                   ;                   ; 00000362023;            ;                   ;                   ;                   ;                   ;                   ;                   ;        508/00 ;     30.253/07 ;     29.660/07 
01;20;000;00021113;STELLA ARTOIS SEM GLUTEN LONG NECK 330ML SIX-;cx  ;          0/09 ;          0/00;          0/00;          0/09 ;          0/00 ;          0/09 ;          0/00 ;          0/09-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000017,9775000;-;  ;     ;                   ;                   ;                   ; 00000000009;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/09 ;          0/09 
01;20;000;00021119;SKOL BEATS GT LT 269ML CX CARTAO C/8 NPAL    ;cx  ;      3.215/02 ;          3/00;          0/00;      3.218/02 ;         43/00 ;      3.175/02 ;          0/00 ;      3.175/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000052232,8625000;-;  ;     ;                   ;                   ;                   ; 00000025402;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      3.218/02 ;      3.175/02 
01;20;000;00021441;SUKITA LIMAO PET 2L CAIXA C/6                ;cx  ;        829/02 ;          0/00;          0/00;        829/02 ;         21/00 ;        808/02 ;          0/00 ;        808/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000010516,4166650;-;  ;     ;                   ;                   ;                   ; 00000004850;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        829/02 ;        808/02 
01;20;000;00021526;JOHNNIE WALKER RED LABEL GARRAFA VIDRO 1 L   ;un  ;        649/00 ;          0/00;          0/00;        649/00 ;         13/00 ;        636/00 ;          0/00 ;        636/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000044405,5200000;-;  ;     ;                   ;                   ;                   ; 00000000636;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        649/00 ;        636/00 
01;20;000;00021527;TANQUERAY GIN LONDON DRY GARRAFA VIDRO 750ML ;un  ;        118/00 ;          0/00;          0/00;        118/00 ;          2/00 ;        116/00 ;          0/00 ;        116/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000009138,4800000;-;  ;     ;                   ;                   ;                   ; 00000000116;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        118/00 ;        116/00 
01;20;000;00021529;ABSOLUT ORIGINAL GARRAFA VIDRO 1 L           ;un  ;         95/00 ;          0/00;          0/00;         95/00 ;          5/00 ;         90/00 ;          0/00 ;         90/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005773,5000000;-;  ;     ;                   ;                   ;                   ; 00000000090;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         95/00 ;         90/00 
01;20;000;00021530;SMIRNOFF ORIGINAL GARRAFA VIDRO 998ML        ;un  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000025,3000000;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00021632;SPATEN N LN 355ML SIXPACK SH C/4             ;cx  ;      1.318/20 ;          0/00;          0/00;      1.318/20 ;        123/01 ;      1.195/19 ;          0/00 ;      1.195/19-;          0/00 ;          8/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000059394,9720737;-;  ;     ;                   ;                   ;                   ; 00000028699;            ;                   ;                   ;                   ;                   ;                   ;                   ;         94/00 ;      1.224/20 ;      1.101/19 
01;20;000;00021658;SPATEN N LT SLEEK 350ML CX CART C 12         ;cx  ;     11.907/07 ;          5/00;          0/00;     11.912/07 ;        188/07 ;     11.724/00 ;          0/00 ;     11.724/00-;          0/00 ;         30/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000247962,6000000;-;  ;     ;                   ;                   ;                   ; 00000140688;            ;                   ;                   ;                   ;                   ;                   ;                   ;        300/00 ;     11.612/07 ;     11.424/00 
